"model_id","seed","component","Feature","Gain","Cover","Frequency","rank"
"v2_lgb_conservative_feature_fraction",20260423,"frequency","DriverAge",0.406736970618726,0.299502901955784,0.226290516206483,1
"v2_lgb_conservative_feature_fraction",20260423,"frequency","logDensity",0.282986706585672,0.280995166195573,0.220888355342137,2
"v2_lgb_conservative_feature_fraction",20260423,"frequency","CarAge",0.0808376243245231,0.113275349988579,0.13625450180072,3
"v2_lgb_conservative_feature_fraction",20260423,"frequency","Power",0.0664675872303575,0.0787808352468987,0.138655462184874,4
"v2_lgb_conservative_feature_fraction",20260423,"frequency","Gas",0.0549356608173564,0.0866169745997877,0.0678271308523409,5
"v2_lgb_conservative_feature_fraction",20260423,"frequency","Region",0.054642294290822,0.0632608265227565,0.10984393757503,6
"v2_lgb_conservative_feature_fraction",20260423,"frequency","Brand",0.0533931561325433,0.0775679454906212,0.100240096038415,7
"v2_lgb_conservative_feature_fraction",20260423,"severity","DriverAge",0.394049613559286,0.328000296203656,0.27827380952381,1
"v2_lgb_conservative_feature_fraction",20260423,"severity","logDensity",0.174537717403321,0.217011689073925,0.229166666666667,2
"v2_lgb_conservative_feature_fraction",20260423,"severity","Power",0.143284071680951,0.133995586199835,0.150297619047619,3
"v2_lgb_conservative_feature_fraction",20260423,"severity","CarAge",0.0973310080442837,0.0859374571464617,0.120535714285714,4
"v2_lgb_conservative_feature_fraction",20260423,"severity","Region",0.0948931715717431,0.137624538095996,0.0967261904761905,5
"v2_lgb_conservative_feature_fraction",20260423,"severity","Brand",0.0726020109269506,0.0877402769321346,0.099702380952381,6
"v2_lgb_conservative_feature_fraction",20260423,"severity","Gas",0.0233024068134648,0.00969015634799176,0.025297619047619,7
"v2_lgb_conservative_feature_fraction",20260423,"capped_severity","DriverAge",0.260581171664913,0.241433138885712,0.247474747474747,1
"v2_lgb_conservative_feature_fraction",20260423,"capped_severity","Power",0.224062936341486,0.178706623746575,0.202020202020202,2
"v2_lgb_conservative_feature_fraction",20260423,"capped_severity","logDensity",0.155414031143347,0.208614519845096,0.171717171717172,3
"v2_lgb_conservative_feature_fraction",20260423,"capped_severity","Region",0.119888221349049,0.11719472540401,0.131313131313131,4
"v2_lgb_conservative_feature_fraction",20260423,"capped_severity","Brand",0.117118571223822,0.146471892242248,0.121212121212121,5
"v2_lgb_conservative_feature_fraction",20260423,"capped_severity","CarAge",0.102304592212444,0.0859055431188963,0.101010101010101,6
"v2_lgb_conservative_feature_fraction",20260423,"capped_severity","Gas",0.0206304760649392,0.0216735567574634,0.0252525252525253,7
"v2_lgb_conservative_feature_fraction",20260431,"frequency","DriverAge",0.396393672777002,0.286342452678214,0.223289315726291,1
"v2_lgb_conservative_feature_fraction",20260431,"frequency","logDensity",0.279565379923579,0.277695925387741,0.225090036014406,2
"v2_lgb_conservative_feature_fraction",20260431,"frequency","Brand",0.0735141130439834,0.0916013567027275,0.122448979591837,3
"v2_lgb_conservative_feature_fraction",20260431,"frequency","Power",0.0667874017390629,0.0845370436184659,0.139855942376951,4
"v2_lgb_conservative_feature_fraction",20260431,"frequency","CarAge",0.0656140171963064,0.102200656249094,0.108043217286915,5
